product_id,name,category_id,weight,price,description,supplier_id,barcode
158,Pepper,4,334.2690870051217,5.097201274925364,food food food food food food food food food food food food food food food food food,734,2802638152655
958,Savoy Affair,2,183.70270075124574,3.438211681985368,food food food food food food food food food food food food food food food food food,455,46246064
1895,Pork and beans,1,488.6068999759773,1.4086564287753756,food food food food food food food food food food food food food food food food food,32,60163006
900,Culantro,4,755.6423829271088,9.846667178964251,food food food food food food food food food food food food food food food food food,107,37040712
1297,Polenta,1,914.6962440026291,3.1229754224689135,food food food food food food food food food food food food food food food food food,715,4297410314185
1423,Blue cheese dressing,1,617.1297577898496,4.074855349081217,food food food food food food food food food food food food food food food food food,85,6129533755326
1926,Ajwain,4,958.7900262092023,0.9868315849026965,food food food food food food food food food food food food food food food food food,205,9018795371701
1506,Lingonberry,3,388.61113957915074,0.17700762384945,food food food food food food food food food food food food food food food food food,145,50279333
1447,Lovage,4,693.2211345322263,3.937072217737978,food food food food food food food food food food food food food food food food food,102,2270723475734
961,Monkey Gland,2,365.9732737732452,2.061736107494334,food food food food food food food food food food food food food food food food food,368,08358872
942,Coriander,4,264.8759719620761,1.7036729416455976,food food food food food food food food food food food food food food food food food,455,50095468
424,Pandan flower,4,319.5949861613965,5.44557719718007,food food food food food food food food food food food food food food food food food,69,00084975
662,Gumbo,1,702.5682549779254,2.8904538790308654,food food food food food food food food food food food food food food food food food,965,4546212711883
1543,New York-Style Pizza,1,53.58605513785164,5.854434095744809,food food food food food food food food food food food food food food food food food,623,54184380
106,Chicken fingers,1,285.80030847752533,0.22757772992371583,food food food food food food food food food food food food food food food food food,700,5679518570429
1921,U-Boot,2,440.2278672007623,2.3168530838242054,food food food food food food food food food food food food food food food food food,187,8960066094292
1901,Chicken and waffles,1,866.382757437157,2.3251894015738417,food food food food food food food food food food food food food food food food food,848,45333570
1000,Russian dressing,1,152.19157859164312,8.117707761101174,food food food food food food food food food food food food food food food food food,43,5463481038344
1717,Lesser calamint,4,985.2190288284818,0.1390090121431531,food food food food food food food food food food food food food food food food food,709,3384062107994
664,Mimosa,2,680.5825447686335,1.1972555933063411,food food food food food food food food food food food food food food food food food,319,7318190151779
134,Licorice liquorice,4,723.3762647021377,8.114300149648422,food food food food food food food food food food food food food food food food food,122,0333202034925
827,Angelica,4,876.9867832772954,4.8349612715763035,food food food food food food food food food food food food food food food food food,154,3953470312638
1407,Cantaloupe,3,856.0827539993124,6.930029972498922,food food food food food food food food food food food food food food food food food,532,1040882667500
1980,Cudweed,4,62.190529863986434,7.480999092283863,food food food food food food food food food food food food food food food food food,102,41746343
1485,Barberry,4,555.0999535222338,9.495983845585373,food food food food food food food food food food food food food food food food food,559,7042829960515
1495,Chili pepper,4,758.8058869625329,0.3656588804117522,food food food food food food food food food food food food food food food food food,721,3661603722033
758,Eugenia uniflora,3,753.703680707582,6.0113183281169125,food food food food food food food food food food food food food food food food food,481,8011682446539
1779,Chili pepper,4,351.61060961214355,8.824058932756515,food food food food food food food food food food food food food food food food food,816,58951774
1167,Damn the Weather,2,573.5433469007,0.6171233362902806,food food food food food food food food food food food food food food food food food,972,68520292
951,Buffalo Wings,1,913.6165574537495,0.426251393005771,food food food food food food food food food food food food food food food food food,993,2514130628833
233,Tin Roof Ice Cream,1,111.74589434732674,8.804536957306714,food food food food food food food food food food food food food food food food food,353,14171696
530,Brunswick stew,1,17.8262364454832,8.622808025692883,food food food food food food food food food food food food food food food food food,926,0194917317492
1346,Celery seed,4,232.1614376193183,4.896016966880627,food food food food food food food food food food food food food food food food food,484,58846456
346,Cayenne pepper,4,755.028101016763,9.308657462498257,food food food food food food food food food food food food food food food food food,679,55742162
1154,Raisin,3,181.86271853164538,8.866573985411328,food food food food food food food food food food food food food food food food food,377,58044092
257,Juba (food),1,240.5872537473591,0.6737581641358692,food food food food food food food food food food food food food food food food food,527,1726426065168
425,Catnip,4,413.42118819487973,7.386803037845857,food food food food food food food food food food food food food food food food food,708,64349112
929,Bolivian,3,478.84244879769153,7.441435247681211,food food food food food food food food food food food food food food food food food,218,80171929
805,Peppermint,4,98.78923042822174,0.3769130256777553,food food food food food food food food food food food food food food food food food,992,81051147
336,Cicely sweet cicely,4,67.09956703882602,8.091386977869991,food food food food food food food food food food food food food food food food food,690,3422907011489
967,Tamales,1,722.1100918564783,6.644438635330692,food food food food food food food food food food food food food food food food food,972,6740938200286
1603,Cassia,4,350.13384532522787,0.8398728921570597,food food food food food food food food food food food food food food food food food,568,29861165
401,Biscuit,1,281.55613312301983,0.1742875426525392,food food food food food food food food food food food food food food food food food,394,1318332876786
959,Cinnamon myrtle,4,350.86316925344244,7.518671779407327,food food food food food food food food food food food food food food food food food,580,21623411
1142,Palm wine,2,374.6667077732583,0.08824153171946403,food food food food food food food food food food food food food food food food food,827,37128942
385,Kiwifruit,3,964.9860738543634,5.537217284404923,food food food food food food food food food food food food food food food food food,459,32812480
1246,Golden Dream,2,941.9105969353446,0.3698169089671943,food food food food food food food food food food food food food food food food food,530,00494066
925,Karonda,3,209.49707229419445,2.31746833050721,food food food food food food food food food food food food food food food food food,262,8678671155004
1898,Kremlin Colonel,2,701.1152940936174,6.76415475019607,food food food food food food food food food food food food food food food food food,645,7205254207331
1788,Lovage,4,214.0030425875804,5.826633982807228,food food food food food food food food food food food food food food food food food,552,2163036044911
1024,Cilantro,4,921.8187178658362,1.4934801072135429,food food food food food food food food food food food food food food food food food,421,1686435257285
1685,Berberis,3,138.32837988156777,9.39010121960757,food food food food food food food food food food food food food food food food food,107,5776098733519
920,Avens,4,848.678684547196,5.763362570570516,food food food food food food food food food food food food food food food food food,872,3964961127090
84,Bumbo,2,407.93771155169435,9.485182994542386,food food food food food food food food food food food food food food food food food,240,18537315
1139,Redcurrant,3,266.3023279003277,9.685341685492912,food food food food food food food food food food food food food food food food food,122,67274287
237,Chili pepper,4,294.57337716961285,2.6370764500116737,food food food food food food food food food food food food food food food food food,809,0887754668746
1962,Longan,3,72.6583027935328,4.203724410924943,food food food food food food food food food food food food food food food food food,13,07717571
1842,Sling,2,823.6638719411537,8.04601314803453,food food food food food food food food food food food food food food food food food,256,13003297
402,Joker,2,881.8630280982713,9.701181809464227,food food food food food food food food food food food food food food food food food,125,7214604444292
537,Peppermint,4,421.0208114840085,9.5692303841115,food food food food food food food food food food food food food food food food food,935,0167221210878
851,Porto flip,2,585.5047838106551,5.7480986812371,food food food food food food food food food food food food food food food food food,872,63649481
1214,Turducken,1,63.604257607238424,4.1767859275901875,food food food food food food food food food food food food food food food food food,861,6300216426834
1557,Hippophae,3,100.62674382744873,9.871811251563468,food food food food food food food food food food food food food food food food food,670,8429293276303
1974,Alligator pepper,4,519.3280301265692,6.025976171323083,food food food food food food food food food food food food food food food food food,911,6491703078157
1915,Ouzo,2,732.4790313399478,9.987010830794251,food food food food food food food food food food food food food food food food food,110,4500057521137
293,Huckleberry,3,941.4842263365891,3.3275593043405784,food food food food food food food food food food food food food food food food food,975,15892770
123,Peppermint,4,804.9455238288616,9.324202493822552,food food food food food food food food food food food food food food food food food,879,9102915616361
546,Nihamanchi,2,317.1325266709095,8.23193894569582,food food food food food food food food food food food food food food food food food,880,99379755
568,Cayenne pepper,4,470.6359130592929,1.5005106139944635,food food food food food food food food food food food food food food food food food,165,64540410
1932,Alice Springs Chicken,1,172.30133552417436,3.2815646869774975,food food food food food food food food food food food food food food food food food,695,0594348256504
1075,Kahikatea,3,696.9659063125309,0.6127400018891327,food food food food food food food food food food food food food food food food food,741,75064763
786,Soju,2,73.46489052306427,7.582637546109069,food food food food food food food food food food food food food food food food food,379,8348919672179
1178,Steak Tartare,1,701.458788837081,1.8876082167461428,food food food food food food food food food food food food food food food food food,694,5867314597579
1579,Sage,4,2.5306014614354666,6.193420979229776,food food food food food food food food food food food food food food food food food,743,4416797488068
476,Peppermint gum leaf,4,540.7797093998703,7.668761094468282,food food food food food food food food food food food food food food food food food,564,7331684932807
1735,Eggs Benedict,1,944.4998481076634,7.520236926644551,food food food food food food food food food food food food food food food food food,837,9110655673818
1613,Redcurrant,3,767.9600287477244,2.0496524857745966,food food food food food food food food food food food food food food food food food,383,6323940716379
99,Mashed pumpkin,1,453.7344414636727,9.166262929333744,food food food food food food food food food food food food food food food food food,640,8731849509735
219,Bay leaf,4,681.0694639276383,0.9166885250320089,food food food food food food food food food food food food food food food food food,225,0907549877506
637,Schnitzel,1,861.9256734973803,2.178336246818373,food food food food food food food food food food food food food food food food food,135,6110865412769
1689,Avens,4,950.5785341587074,0.13706358627560422,food food food food food food food food food food food food food food food food food,419,8065900444542
10,Borage,4,65.42681686427254,5.829477207995271,food food food food food food food food food food food food food food food food food,224,4938085363368
557,Cardamom,4,805.5112448718305,7.050038807604155,food food food food food food food food food food food food food food food food food,869,17022921
1288,Asafoetida,4,905.907158227441,9.990717821848525,food food food food food food food food food food food food food food food food food,329,4894877239413
1432,Cinnamon,4,313.8747515428244,5.519173074517381,food food food food food food food food food food food food food food food food food,62,50716250
1257,Anise,4,743.8937531739066,7.267421117738331,food food food food food food food food food food food food food food food food food,881,84631506
1265,Bay leaf,4,392.89980567936635,1.635357812262147,food food food food food food food food food food food food food food food food food,442,14157502
1626,Peruvian pepper,4,563.2557151397847,4.358926267031091,food food food food food food food food food food food food food food food food food,491,53698625
1192,Alligator pepper,4,715.4044985407706,6.907507844218971,food food food food food food food food food food food food food food food food food,374,5933486525947
1511,Caper,4,116.56686982633613,9.19514673689899,food food food food food food food food food food food food food food food food food,175,55356041
27,Youngberry,3,821.6884506619679,2.456089335438345,food food food food food food food food food food food food food food food food food,733,46842867
901,Cubeb pepper,4,366.3211303115344,2.895561086278995,food food food food food food food food food food food food food food food food food,681,91466765
1410,Cocoplum,3,689.1281799216648,6.503224209547037,food food food food food food food food food food food food food food food food food,459,08656041
1435,Chili pepper,4,858.6685203586605,7.152714162665623,food food food food food food food food food food food food food food food food food,61,9390746886010
339,Barbados cherry,3,796.1016829056757,6.591534278860831,food food food food food food food food food food food food food food food food food,315,5036146644680
1724,Jimbu,4,745.0945707070168,8.744960528169289,food food food food food food food food food food food food food food food food food,43,48081735
32,Mickey Slim,2,834.6590518801016,5.488502959091256,food food food food food food food food food food food food food food food food food,361,09710145
1538,Indian Bay leaf,4,201.0460933816096,9.627372962815548,food food food food food food food food food food food food food food food food food,415,4029046313693
454,Loquat,3,455.61052457872773,0.5483031370593738,food food food food food food food food food food food food food food food food food,520,84137844
1284,Barbadine,3,845.0207006031177,7.443812334216343,food food food food food food food food food food food food food food food food food,589,9673312100077
1798,European Raspberry,3,50.01939690342383,1.5686674398882205,food food food food food food food food food food food food food food food food food,556,7246651996067
668,Spring Rolls,1,397.97149395968313,7.469706645380539,food food food food food food food food food food food food food food food food food,29,65787570
1161,Dorrigo,4,557.6617120071825,1.2746045887701607,food food food food food food food food food food food food food food food food food,460,5058033128558
239,Jimbu,4,211.7567223327861,3.925864651612805,food food food food food food food food food food food food food food food food food,403,2581204076634
1645,Safflower,4,211.17896426368554,1.3237179677724586,food food food food food food food food food food food food food food food food food,735,1887714422203
1274,Gunfire,2,395.77720106874756,8.197023722016489,food food food food food food food food food food food food food food food food food,307,6197480700395
1744,Slinger,1,479.12644943643454,5.247849295898654,food food food food food food food food food food food food food food food food food,162,00108322
338,Blue fenugreek,4,871.8797491358182,0.9941437576652834,food food food food food food food food food food food food food food food food food,78,4780065892404
1943,Avens,4,818.5079588368221,4.95901853975057,food food food food food food food food food food food food food food food food food,119,74864463
1881,Youngberry,3,129.5050871813662,8.773419604865179,food food food food food food food food food food food food food food food food food,270,13178416
1493,Cornish game hen,1,646.2529092562653,7.900110761597103,food food food food food food food food food food food food food food food food food,722,1678004074934
1064,Cayenne pepper,4,579.369559458011,8.850599853499485,food food food food food food food food food food food food food food food food food,134,3621141950121
1198,Peppermint,4,537.7538380339522,7.571432738969009,food food food food food food food food food food food food food food food food food,89,3743442303389
28,Northern highbush blueberry,3,565.0965145599248,4.121049825786098,food food food food food food food food food food food food food food food food food,845,6510314439191
1039,Steak sandwich,1,457.0445039317328,2.6360490515459913,food food food food food food food food food food food food food food food food food,503,3995388688047
388,Juniper berry,4,542.9824972562883,4.371914626763095,food food food food food food food food food food food food food food food food food,11,3133819030614
69,Coleslaw,1,304.7629392697795,3.831861485713337,food food food food food food food food food food food food food food food food food,696,48357201
1656,Juniper berry,4,241.51924085132814,0.8138205592435666,food food food food food food food food food food food food food food food food food,820,8949512077636
641,Cinnamon,4,320.39927246159573,4.537706217850981,food food food food food food food food food food food food food food food food food,520,35265201
1272,New York-Style Pizza,1,816.2945830902424,2.2713862106576976,food food food food food food food food food food food food food food food food food,485,8565545606835
51,Leptotes bicolor,4,81.24654787924979,3.4375438026663097,food food food food food food food food food food food food food food food food food,703,84415135
1125,Spring Rolls,1,783.533245159914,5.398370679922189,food food food food food food food food food food food food food food food food food,393,3430873661573
1681,Olallieberry,3,233.59724809493864,3.891927860222766,food food food food food food food food food food food food food food food food food,510,25611860
519,Vodka Sundowner,2,980.0366064015847,6.525414238676016,food food food food food food food food food food food food food food food food food,86,3029430107406
1351,Coffee,3,303.2822293711911,1.5818336725641713,food food food food food food food food food food food food food food food food food,307,49485538
1224,Blue fenugreek,4,48.07412745604367,2.7530282763227443,food food food food food food food food food food food food food food food food food,585,6229798268259
1242,Barbados cherry,3,585.3133728892278,3.115099615790827,food food food food food food food food food food food food food food food food food,863,9212998669281
107,Cinnamon myrtle,4,576.4964368992926,0.311793027264603,food food food food food food food food food food food food food food food food food,910,8906503413308
187,Hairless rambutan,3,168.6076378441501,7.349251366140046,food food food food food food food food food food food food food food food food food,779,6002048645805
680,Cinnamon myrtle,4,249.5293153287028,2.373287700911307,food food food food food food food food food food food food food food food food food,860,6257319467801
1111,Avens,4,108.09515818693593,2.4967953736838178,food food food food food food food food food food food food food food food food food,467,11540847
199,Corn chowder,1,674.8880388794122,4.4679034863593605,food food food food food food food food food food food food food food food food food,756,72691194
794,Wimberry,3,486.9109047854789,7.22429096011226,food food food food food food food food food food food food food food food food food,257,2865378591480
420,Baba Ghanoush,1,535.641574521388,8.874545548514325,food food food food food food food food food food food food food food food food food,721,9935852054159
1393,Lesser calamint,4,604.1864615737175,0.6366488515668167,food food food food food food food food food food food food food food food food food,945,5424506162762
309,Asarabacca,4,844.253684456337,0.6285452929976654,food food food food food food food food food food food food food food food food food,186,84270088
652,Harrogate Nights,2,916.7891301725912,2.7789320283254346,food food food food food food food food food food food food food food food food food,998,9630676887406
733,Costmary,4,656.8380008007891,0.3785106971100394,food food food food food food food food food food food food food food food food food,445,6200247302647
812,Alphabet pasta,1,206.7143742702685,9.89656066224782,food food food food food food food food food food food food food food food food food,271,7393920141711
898,Peppermint,4,167.46928997020515,3.0428665747272623,food food food food food food food food food food food food food food food food food,271,1666038093722
117,Asafoetida,4,532.1256709379342,4.2483016896788595,food food food food food food food food food food food food food food food food food,402,09836008
1341,Alkanet,4,828.9017857590982,6.408486996421651,food food food food food food food food food food food food food food food food food,474,6309488096902
1726,Corn relish,1,509.48213827773327,5.021376461826122,food food food food food food food food food food food food food food food food food,622,6983365914037
206,Lingonberry,3,163.46582869145342,7.704647154718556,food food food food food food food food food food food food food food food food food,272,0039132801981
1583,Aniseed myrtle,4,925.2961112700696,8.669119912592327,food food food food food food food food food food food food food food food food food,593,0556090285971
30,Pandan flower,4,9.502148348511597,4.975242805158329,food food food food food food food food food food food food food food food food food,896,31406096
1210,Cicely sweet cicely,4,993.3135960815277,5.190295264648791,food food food food food food food food food food food food food food food food food,294,1797183368916
1853,Missouri Mule,2,338.9044388966649,0.48477663030235263,food food food food food food food food food food food food food food food food food,913,6119164913439
328,Alexanders,4,68.30847196603496,5.4510589912423875,food food food food food food food food food food food food food food food food food,33,36384220
350,Beer,2,577.964344128009,1.2392527253212204,food food food food food food food food food food food food food food food food food,430,4712328567021
171,Banana,3,943.458076642771,9.58154756562329,food food food food food food food food food food food food food food food food food,715,86735098
1079,Cicely sweet cicely,4,791.4804040287991,0.5729850434879802,food food food food food food food food food food food food food food food food food,949,0863744206689
972,Stroganoff,1,446.2959414062334,4.070305714677577,food food food food food food food food food food food food food food food food food,995,4449527197452
636,Basil,4,423.1208629500259,9.777093996220191,food food food food food food food food food food food food food food food food food,378,36196527
681,Sage,4,999.4233420558996,0.010948515369372247,food food food food food food food food food food food food food food food food food,952,7269543266378
507,Damson plum,3,920.8786767693298,6.5007498142590405,food food food food food food food food food food food food food food food food food,349,55837151
296,Pepperoni,1,115.1366828205106,6.29121032830953,food food food food food food food food food food food food food food food food food,66,37812267
387,Sonti,2,241.1275339347987,2.543129224601204,food food food food food food food food food food food food food food food food food,492,53135065
835,Coriander seed,4,495.54019461727717,7.6078366309399446,food food food food food food food food food food food food food food food food food,948,1737552123943
1505,Blueberry,3,927.3914589010429,8.787627953652445,food food food food food food food food food food food food food food food food food,693,01576359
1559,Bumbo,2,271.54282664302167,8.736339908890674,food food food food food food food food food food food food food food food food food,695,3419658295896
1756,Tequila,2,728.9790987424914,2.6541670863546143,food food food food food food food food food food food food food food food food food,491,5853730807239
1417,Corned beef,1,55.974096547733446,0.29140726158781716,food food food food food food food food food food food food food food food food food,255,9206956946478
371,Tuna Pizza,1,837.8341799533201,0.3622409672654481,food food food food food food food food food food food food food food food food food,740,9013718320822
624,The Goldeneye,2,43.93191786597983,8.320091719558592,food food food food food food food food food food food food food food food food food,22,00665316
1672,Gunfire,2,846.6538439949998,3.078060220290959,food food food food food food food food food food food food food food food food food,19,9669563943409
133,Pancakes,1,606.6510705047308,2.9248455514250216,food food food food food food food food food food food food food food food food food,168,7885130105869
390,20th Century,2,461.493160984622,5.1711962142757635,food food food food food food food food food food food food food food food food food,954,86183404
1577,Coriander seed,4,357.38212336787143,6.6019567433462605,food food food food food food food food food food food food food food food food food,543,20551913
1433,Cubeb pepper,4,551.3838221113417,1.1965300661656553,food food food food food food food food food food food food food food food food food,895,4506607800664
23,Coriander,4,132.93490376143325,4.2934296506471,food food food food food food food food food food food food food food food food food,105,8525983666341
768,Dwarf dangleberry,3,460.94144476534984,3.6398280263819958,food food food food food food food food food food food food food food food food food,816,44119874
243,Blue fenugreek,4,954.2588401421693,4.062570119654163,food food food food food food food food food food food food food food food food food,820,6990443854031
1370,Hennchata,2,109.10304429812578,0.5695274973624442,food food food food food food food food food food food food food food food food food,513,06841300
582,Doubah,3,790.6801793214821,0.31029018301244604,food food food food food food food food food food food food food food food food food,32,66059660
521,Paprika,4,444.9830931600768,5.358633607405006,food food food food food food food food food food food food food food food food food,607,89341450
547,Loganberry,3,659.4301871124104,9.261489608357058,food food food food food food food food food food food food food food food food food,10,46656752
1608,Alkanet,4,921.2451204851976,5.013197972581235,food food food food food food food food food food food food food food food food food,620,0842799629753
1182,Annatto,4,454.3553346567451,9.05909255843302,food food food food food food food food food food food food food food food food food,886,14576407
31,Jagertee,2,214.29371030991106,0.09179102843298703,food food food food food food food food food food food food food food food food food,291,6457789473180
1076,Agent Orange,2,700.5938546051046,8.391810628521805,food food food food food food food food food food food food food food food food food,750,44768255
566,Hot Chicken sandwich,1,227.08287922022308,5.320080742356074,food food food food food food food food food food food food food food food food food,936,8306255421647
601,Mango and Sticky Rice,1,991.0842746588406,1.8084993717204823,food food food food food food food food food food food food food food food food food,534,04475528
747,Caraway,4,856.2719854284846,3.064536961793134,food food food food food food food food food food food food food food food food food,707,42097656
